MeasureItem	MeasureItemCategoryID	MeasureItemID	Category	Country	Year	ProvidedValue	ProvidedValueCode	NumberOfUnits	CreationDate	UpdateDate
Inventory of Generation	9	382	Hydro_50MW_100MW	IT	2020	2159.00		32	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	PT	2020	2742.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	SI	2020	242.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	LV	2020	299.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	385	Solar_Over_1MW	HU	2020	173.40		13	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	CZ	2020	3936.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	GB	2020	54077.00		96	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	NO	2020	94.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	RO	2020	1881.00		11	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	MK	2020	699.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	FI	2020	1153.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	FR	2020	746.70		12	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	IE	2020	1252.00		16	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	GB	2020	3231.00		7	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	397	Waste_Over_1MW	IT	2020	57.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	AT	2020	1412.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	IT	2020	4878.00		215	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	ES	2020	297.70		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	BE	2020	1850.30		12	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	RS	2020	1300.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	BA	2020	871.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	IE	2020	2442.00		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	HU	2020	226.80		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	FR	2020	2516.00		19	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	PL	2020	303.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	380	Hydro_1MW_10MW	GB	2020	19.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	BE	2020	835.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	BA	2020	300.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	CZ	2020	1859.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	FI	2020	3302.00		28	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	BG	2020	3132.00		13	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	GB	2020	660.00		27	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	PL	2020	18299.00		70	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	DE	2020	43070.00		67	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	IT	2020	24336.00		39	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	397	Waste_Over_1MW	DE	2020	109.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	PT	2020	2314.00		34	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	SI	2020	696.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	BE	2020	268.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	AL	2020	321.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	GB	2020	9269.00		22	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	ME	2020	342.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	SE	2020	8414.00		14	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	LV	2020	582.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	IT	2020	956.00		36	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	DK	2020	2006.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	ES	2020	22064.20		69	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	LT	2020	600.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	RO	2020	860.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	SE	2020	4658.00		29	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	SI	2020	539.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	AT	2020	5459.90		20	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	HU	2020	3106.20		46	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	GB	2020	6590.00		89	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	FR	2020	2188.90		69	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	IE	2020	292.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	NL	2020	13045.00		22	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	ME	2020	210.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	BG	2020	1148.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	AT	2020	443.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	SE	2020	226.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	375	FF_LT10MW	GB	2020	6.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	DE	2020	5029.90		38	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	RO	2020	3758.00		13	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	BG	2020	2080.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	DK	2020	1715.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	CH	2020	10356.70		39	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	ES	2020	7117.20		7	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	SI	2020	484.00		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	GR	2020	2999.00		14	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	PL	2020	1256.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	GB	2020	2540.00		51	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	IT	2020	9317.00		325	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	GR	2020	147.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	GB	2020	4384.00		15	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	NL	2020	4365.00		14	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	NO	2020	13969.70		87	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	AL	2020	1100.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	FR	2020	7671.00		47	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	NO	2020	294.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	SI	2020	305.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	IT	2020	19325.00		58	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	HU	2020	427.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	PT	2020	3359.00		17	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	SK	2020	734.40		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	EE	2020	1981.00		12	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	389	Wind_Off_Over_1MW	DK	2020	1548.50		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	CH	2020	2983.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	PT	2020	249.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	RS	2020	2672.50		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	CZ	2020	1081.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	SE	2020	1365.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	375	FF_LT10MW	IT	2020	22.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	EE	2020	270.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	385	Solar_Over_1MW	ES	2020	698.60		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	CZ	2020	3845.00		22	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	DE	2020	140.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	399	GeoThermal_Over_1MW	IT	2020	766.00		30	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	HU	2020	48.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	BG	2020	1496.00		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	380	Hydro_1MW_10MW	IE	2020	20.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	GR	2020	4040.00		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	DE	2020	9672.00		33	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	RO	2020	3088.00		24	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	PL	2020	147.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	PL	2020	8281.00		12	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	AT	2020	2498.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	GR	2020	53.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	397	Waste_Over_1MW	IE	2020	77.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	NL	2020	919.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	HU	2020	1746.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	GB	2020	706.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	ES	2020	10597.00		69	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	FR	2020	150.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	SK	2020	1940.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	MK	2020	264.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	LV	2020	100.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	BE	2020	1980.20		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	FR	2020	63130.00		58	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	DK	2020	255.20		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	SE	2020	310.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	FI	2020	4372.00		7	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	IE	2020	2545.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	BA	2020	1684.00		7	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	PT	2020	1662.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	PL	2020	225.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	DK	2020	640.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	IT	2020	7677.00		134	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	FR	2020	8212.00		17	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	IE	2020	195.00		11	29-05-2024 00:00:00	29-05-2024 00:00:00
