MeasureItem,MeasureItemCategoryID,MeasureItemID,Category,Country,Year,Representativity,ProvidedValue,CreationDate,ProvidedValueCode
Net Generating Capacity,6,B02,Fossil Brown coal/Lignite,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B03,Fossil Coal-derived gas,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B04,Fossil Gas,PT,2023,100,4584.6,01/03/2024 00:00,
Net Generating Capacity,6,B05,Fossil Hard coal,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B06,Fossil Oil,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B07,Fossil Oil shale,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B08,Fossil Peat,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B09,Geothermal,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B10,Hydro Pumped Storage,PT,2023,100,3707.4,01/03/2024 00:00,
Net Generating Capacity,6,B11,Hydro Run-of-river and poundage,PT,2023,100,2856.4,01/03/2024 00:00,
Net Generating Capacity,6,B12,Hydro Water Reservoir,PT,2023,100,1633.4,01/03/2024 00:00,
Net Generating Capacity,6,B13,Marine,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B14,Nuclear,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B20,Other,PT,2023,100,28,01/03/2024 00:00,
Net Generating Capacity,6,B15,Other renewable,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B16,Solar,PT,2023,100,1332.3,01/03/2024 00:00,
Net Generating Capacity,6,B17,Waste,PT,2023,100,0,01/03/2024 00:00,
Net Generating Capacity,6,B18,Wind Offshore,PT,2023,100,25,01/03/2024 00:00,
Net Generating Capacity,6,B19,Wind Onshore,PT,2023,100,5328.4,01/03/2024 00:00,
Net Generating Capacity,6,B01,Biomass,RO,2023,100,118,01/03/2024 00:00,
Net Generating Capacity,6,B02,Fossil Brown coal/Lignite,RO,2023,100,2497,01/03/2024 00:00,
Net Generating Capacity,6,B04,Fossil Gas,RO,2023,100,1988,01/03/2024 00:00,
Net Generating Capacity,6,B05,Fossil Hard coal,RO,2023,100,176,01/03/2024 00:00,
Net Generating Capacity,6,B11,Hydro Run-of-river and poundage,RO,2023,100,2780,01/03/2024 00:00,
Net Generating Capacity,6,B12,Hydro Water Reservoir,RO,2023,100,3356,01/03/2024 00:00,
Net Generating Capacity,6,B14,Nuclear,RO,2023,100,1300,01/03/2024 00:00,
Net Generating Capacity,6,B16,Solar,RO,2023,100,1185,01/03/2024 00:00,
Net Generating Capacity,6,B19,Wind Onshore,RO,2023,100,2957,01/03/2024 00:00,
Net Generating Capacity,6,B01,Biomass,RS,2023,100,2.38,01/03/2024 00:00,
Net Generating Capacity,6,B02,Fossil Brown coal/Lignite,RS,2023,100,6010.5,01/03/2024 00:00,
Net Generating Capacity,6,B04,Fossil Gas,RS,2023,100,608.11,01/03/2024 00:00,
Net Generating Capacity,6,B10,Hydro Pumped Storage,RS,2023,100,642,01/03/2024 00:00,
Net Generating Capacity,6,B11,Hydro Run-of-river and poundage,RS,2023,100,2048.76,01/03/2024 00:00,
Net Generating Capacity,6,B12,Hydro Water Reservoir,RS,2023,100,487.15,01/03/2024 00:00,
Net Generating Capacity,6,B20,Other,RS,2023,100,34.64,01/03/2024 00:00,
Net Generating Capacity,6,B16,Solar,RS,2023,100,2.9,01/03/2024 00:00,
Net Generating Capacity,6,B17,Waste,RS,2023,100,32.4,01/03/2024 00:00,
Net Generating Capacity,6,B19,Wind Onshore,RS,2023,100,533.32,01/03/2024 00:00,
Net Generating Capacity,6,B12,Hydro Water Reservoir,SE,2023,100,16300,01/03/2024 00:00,
Net Generating Capacity,6,B14,Nuclear,SE,2023,100,6900,01/03/2024 00:00,
Net Generating Capacity,6,B20,Other,SE,2023,100,9000,01/03/2024 00:00,
Net Generating Capacity,6,B19,Wind Onshore,SE,2023,100,14700,01/03/2024 00:00,
Net Generating Capacity,6,B01,Biomass,SI,2023,100,14.29,01/03/2024 00:00,
Net Generating Capacity,6,B02,Fossil Brown coal/Lignite,SI,2023,100,1190.5,01/03/2024 00:00,
Net Generating Capacity,6,B04,Fossil Gas,SI,2023,100,618.02,01/03/2024 00:00,
Net Generating Capacity,6,B06,Fossil Oil,SI,2023,100,58,01/03/2024 00:00,
Net Generating Capacity,6,B10,Hydro Pumped Storage,SI,2023,100,180,01/03/2024 00:00,
Net Generating Capacity,6,B11,Hydro Run-of-river and poundage,SI,2023,100,1128.94,01/03/2024 00:00,
Net Generating Capacity,6,B14,Nuclear,SI,2023,100,696,01/03/2024 00:00,
Net Generating Capacity,6,B16,Solar,SI,2023,100,702.4,01/03/2024 00:00,
Net Generating Capacity,6,B17,Waste,SI,2023,100,33.14,01/03/2024 00:00,
Net Generating Capacity,6,B19,Wind Onshore,SI,2023,100,2.39,01/03/2024 00:00,
Net Generating Capacity,6,B10,Hydro Pumped Storage,UA,2023,100,1962.8,01/03/2024 00:00,
Net Generating Capacity,6,B12,Hydro Water Reservoir,UA,2023,100,4636.7,01/03/2024 00:00,
Net Generating Capacity,6,B14,Nuclear,UA,2023,100,13835,01/03/2024 00:00,
Net Generating Capacity,6,B02,Fossil Brown coal/Lignite,XK,2023,100,1288,01/03/2024 00:00,
Net Generating Capacity,6,B11,Hydro Run-of-river and poundage,XK,2023,100,33,01/03/2024 00:00,
Net Generating Capacity,6,B12,Hydro Water Reservoir,XK,2023,100,35,01/03/2024 00:00,
Net Generating Capacity,6,B19,Wind Onshore,XK,2023,100,136,01/03/2024 00:00,
