MeasureItem	Month	Year	Category	Country	MeasureItemID	CreationDate	Representativity	ProvidedValue	ProvidedValueCode
Monthly Domestic Values	11	2019	Biomass	RO	B01	2024-05-29 11:56:05	100	43.7809000	
Monthly Domestic Values	11	2019	Geothermal	IT	B09	2024-05-29 11:56:05	100	465.6350000	
Monthly Domestic Values	3	2019	Wind Offshore	DE	B18	2024-05-29 11:56:05	100	2542.5542725	
Monthly Domestic Values	12	2019	Geothermal	ES	B09	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	3	2019	Hydro Water Reservoir	HU	B12	2024-05-29 11:56:05	100	8.8661500	
Monthly Domestic Values	8	2019	Solar	PT	B16	2024-05-29 11:56:05	100	120.4065000	
Monthly Domestic Values	7	2019	Fossil Oil shale	ES	B07	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	7	2019	Fossil Hard coal	ES	B05	2024-05-29 11:56:05	100	696.4110000	
Monthly Domestic Values	9	2019	Wind Onshore	ES	B19	2024-05-29 11:56:05	100	3734.6800000	
Monthly Domestic Values	7	2019	Hydro Run-of-river and poundage	PT	B11	2024-05-29 11:56:05	100	220.4957000	
Monthly Domestic Values	4	2019	Hydro Water Reservoir	BG	B12	2024-05-29 11:56:05	100	110.4950000	
Monthly Domestic Values	5	2019	Fossil Gas	RO	B04	2024-05-29 11:56:05	100	350.6983700	
Monthly Domestic Values	11	2019	Fossil Gas	HU	B04	2024-05-29 11:56:05	100	751.8010850	
Monthly Domestic Values	7	2019	Solar	CH	B16	2024-05-29 11:56:05	100	60.5048800	
Monthly Domestic Values	4	2019	Solar	GB	B16	2024-05-29 11:56:05	100	1325.4075000	
Monthly Domestic Values	8	2019	Other	NO	B20	2024-05-29 11:56:05	100	10.7409600	
Monthly Domestic Values	5	2019	Fossil Hard coal	BE	B05	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	11	2019	Biomass	NL	B01	2024-05-29 11:56:05	100	14.0823275	
Monthly Domestic Values	3	2019	Waste	AT	B17	2024-05-29 11:56:05	100	74.4000000	
Monthly Domestic Values	12	2019	Waste	FI	B17	2024-05-29 11:56:05	100	15.2338800	
Monthly Domestic Values	6	2019	Hydro Pumped Storage	IT	B10	2024-05-29 11:56:05	100	314.1520000	
Monthly Domestic Values	10	2019	Fossil Gas	IE	B04	2024-05-29 11:56:05	100	582.5303150	
Monthly Domestic Values	8	2019	Wind Onshore	EE	B19	2024-05-29 11:56:05	100	38.2410000	
Monthly Domestic Values	6	2019	Solar	NL	B16	2024-05-29 11:56:05	100	9.4872350	
Monthly Domestic Values	10	2019	Other	CZ	B20	2024-05-29 11:56:05	100	87.2965700	
Monthly Domestic Values	1	2019	Other	ES	B20	2024-05-29 11:56:05	100	44.3970000	
Monthly Domestic Values	4	2019	Wind Onshore	HR	B19	2024-05-29 11:56:05	100	124.5203900	
Monthly Domestic Values	9	2019	Hydro Run-of-river and poundage	IE	B11	2024-05-29 11:56:05	100	63.9599650	
Monthly Domestic Values	8	2019	Hydro Run-of-river and poundage	LU	B11	2024-05-29 11:56:05	100	1.2753650	
Monthly Domestic Values	12	2019	Biomass	HR	B01	2024-05-29 11:56:05	100	45.0160000	
Monthly Domestic Values	9	2019	Waste	NL	B17	2024-05-29 11:56:05	100	134.8506650	
Monthly Domestic Values	8	2019	Waste	HR	B17	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	5	2019	Fossil Gas	GB	B04	2024-05-29 11:56:05	100	9418.7171600	
Monthly Domestic Values	12	2019	Fossil Oil	FR	B06	2024-05-29 11:56:05	100	160.7630000	
Monthly Domestic Values	5	2019	Hydro Water Reservoir	HR	B12	2024-05-29 11:56:05	100	417.5761300	
Monthly Domestic Values	4	2019	Solar	RO	B16	2024-05-29 11:56:05	100	134.6205800	
Monthly Domestic Values	5	2019	Other renewable	FI	B15	2024-05-29 11:56:05	100	6.8955900	
Monthly Domestic Values	2	2019	Hydro Run-of-river and poundage	BE	B11	2024-05-29 11:56:05	100	20.5560800	
Monthly Domestic Values	5	2019	Wind Onshore	SI	B19	2024-05-29 11:56:05	100	0.3795800	
Monthly Domestic Values	9	2019	Fossil Oil	HR	B06	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	8	2019	Fossil Oil	IT	B06	2024-05-29 11:56:05	100	125.8460000	
Monthly Domestic Values	7	2019	Nuclear	CZ	B14	2024-05-29 11:56:05	100	1781.5447900	
Monthly Domestic Values	11	2019	Hydro Water Reservoir	PT	B12	2024-05-29 11:56:05	100	198.4208000	
Monthly Domestic Values	9	2019	Fossil Peat	EE	B08	2024-05-29 11:56:05	100	2.9513000	
Monthly Domestic Values	5	2019	Hydro Run-of-river and poundage	GB	B11	2024-05-29 11:56:05	100	128.1970000	
Monthly Domestic Values	8	2019	Solar	FR	B16	2024-05-29 11:56:05	100	1374.4090000	
Monthly Domestic Values	9	2019	Other	RS	B20	2024-05-29 11:56:05	100	10.8000000	
Monthly Domestic Values	6	2019	Hydro Water Reservoir	BA	B12	2024-05-29 11:56:05	100	461.7954000	
Monthly Domestic Values	6	2019	Wind Onshore	DE	B19	2024-05-29 11:56:05	100	5134.5887600	
Monthly Domestic Values	1	2019	Biomass	PT	B01	2024-05-29 11:56:05	100	229.1585000	
Monthly Domestic Values	4	2019	Biomass	EE	B01	2024-05-29 11:56:05	100	49.6535000	
Monthly Domestic Values	10	2019	Biomass	CZ	B01	2024-05-29 11:56:05	100	163.2479900	
Monthly Domestic Values	10	2019	Biomass	EE	B01	2024-05-29 11:56:05	100	56.5887000	
Monthly Domestic Values	5	2019	Biomass	GB	B01	2024-05-29 11:56:05	100	1478.9010000	
Monthly Domestic Values	10	2019	Geothermal	AT	B09	2024-05-29 11:56:05	100	0.0520800	
Monthly Domestic Values	4	2019	Wind Onshore	LT	B19	2024-05-29 11:56:05	100	117.3684800	
Monthly Domestic Values	9	2019	Wind Onshore	NL	B19	2024-05-29 11:56:05	100	216.0709625	
Monthly Domestic Values	11	2019	Wind Onshore	FR	B19	2024-05-29 11:56:05	100	3226.2830000	
Monthly Domestic Values	4	2019	Solar	AT	B16	2024-05-29 11:56:05	100	66.8400000	
Monthly Domestic Values	4	2019	Wind Offshore	GB	B18	2024-05-29 11:56:05	100	1538.4064250	
Monthly Domestic Values	10	2019	Wind Offshore	GB	B18	2024-05-29 11:56:05	100	2125.8394300	
Monthly Domestic Values	9	2019	Fossil Gas	BE	B04	2024-05-29 11:56:05	100	1919.1614300	
Monthly Domestic Values	10	2019	Fossil Coal-derived gas	ES	B03	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	10	2019	Solar	DE	B16	2024-05-29 11:56:05	100	2428.9489350	
Monthly Domestic Values	4	2019	Hydro Pumped Storage	CH	B10	2024-05-29 11:56:05	100	575.7842800	
Monthly Domestic Values	4	2019	Fossil Brown coal/Lignite	MK	B02	2024-05-29 11:56:05	100	261.5357700	
Monthly Domestic Values	6	2019	Fossil Oil	PL	B06	2024-05-29 11:56:05	100	112.3424700	
Monthly Domestic Values	8	2019	Fossil Oil	DE	B06	2024-05-29 11:56:05	100	375.5276425	
Monthly Domestic Values	10	2019	Hydro Pumped Storage	SI	B10	2024-05-29 11:56:05	100	23.9132000	
Monthly Domestic Values	7	2019	Hydro Water Reservoir	RS	B12	2024-05-29 11:56:05	100	24.4570000	
Monthly Domestic Values	1	2019	Fossil Hard coal	IT	B05	2024-05-29 11:56:05	100	2338.9500000	
Monthly Domestic Values	7	2019	Fossil Hard coal	IT	B05	2024-05-29 11:56:05	100	1306.6750000	
Monthly Domestic Values	1	2019	Fossil Hard coal	BG	B05	2024-05-29 11:56:05	100	52.1950000	
Monthly Domestic Values	12	2019	Fossil Oil	BE	B06	2024-05-29 11:56:05	100	0.3488100	
Monthly Domestic Values	6	2019	Nuclear	RO	B14	2024-05-29 11:56:05	100	856.0004800	
Monthly Domestic Values	12	2019	Nuclear	RO	B14	2024-05-29 11:56:05	100	1054.9288200	
Monthly Domestic Values	10	2019	Other renewable	ME	B15	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	6	2019	Hydro Run-of-river and poundage	LT	B11	2024-05-29 11:56:05	100	25.4837100	
Monthly Domestic Values	12	2019	Hydro Run-of-river and poundage	LT	B11	2024-05-29 11:56:05	100	23.9144800	
Monthly Domestic Values	2	2019	Hydro Run-of-river and poundage	LV	B11	2024-05-29 11:56:05	100	144.4630000	
Monthly Domestic Values	4	2019	Other renewable	ME	B15	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	5	2019	Hydro Run-of-river and poundage	RO	B11	2024-05-29 11:56:05	100	1517.0818300	
Monthly Domestic Values	8	2019	Hydro Run-of-river and poundage	LV	B11	2024-05-29 11:56:05	100	85.8730000	
Monthly Domestic Values	1	2019	Hydro Pumped Storage	SK	B10	2024-05-29 11:56:05	100	22.0732700	
Monthly Domestic Values	7	2019	Hydro Pumped Storage	SK	B10	2024-05-29 11:56:05	100	15.6182800	
Monthly Domestic Values	5	2019	Solar	ES	B16	2024-05-29 11:56:05	100	1643.2930000	
Monthly Domestic Values	11	2019	Solar	ES	B16	2024-05-29 11:56:05	100	595.8930000	
Monthly Domestic Values	4	2019	Hydro Water Reservoir	ES	B12	2024-05-29 11:56:05	100	1284.3050000	
Monthly Domestic Values	10	2019	Hydro Water Reservoir	ES	B12	2024-05-29 11:56:05	100	817.8860000	
Monthly Domestic Values	7	2019	Biomass	PL	B01	2024-05-29 11:56:05	100	201.3647900	
Monthly Domestic Values	7	2019	Fossil Hard coal	DK	B05	2024-05-29 11:56:05	100	89.1654400	
Monthly Domestic Values	10	2019	Fossil Brown coal/Lignite	PL	B02	2024-05-29 11:56:05	100	2981.2930400	
Monthly Domestic Values	10	2019	Waste	DK	B17	2024-05-29 11:56:05	100	116.7788400	
Monthly Domestic Values	3	2019	Hydro Pumped Storage	AT	B10	2024-05-29 11:56:05	100	324.7175000	
Monthly Domestic Values	9	2019	Fossil Oil	CZ	B06	2024-05-29 11:56:05	100	4.4368200	
Monthly Domestic Values	2	2019	Hydro Run-of-river and poundage	SI	B11	2024-05-29 11:56:05	100	306.8715200	
Monthly Domestic Values	8	2019	Wind Onshore	LV	B19	2024-05-29 11:56:05	100	5.6740000	
Monthly Domestic Values	5	2019	Wind Onshore	CH	B19	2024-05-29 11:56:05	100	7.5765600	
Monthly Domestic Values	11	2019	Wind Onshore	SI	B19	2024-05-29 11:56:05	100	0.4728000	
Monthly Domestic Values	1	2019	Fossil Brown coal/Lignite	SI	B02	2024-05-29 11:56:05	100	399.4532500	
Monthly Domestic Values	3	2019	Fossil Gas	AT	B04	2024-05-29 11:56:05	100	665.7015000	
Monthly Domestic Values	1	2019	Hydro Water Reservoir	DE	B12	2024-05-29 11:56:05	100	85.5135350	
Monthly Domestic Values	10	2019	Solar	SI	B16	2024-05-29 11:56:05	100	19.2943100	
Monthly Domestic Values	9	2019	Fossil Peat	ES	B08	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	11	2019	Other renewable	FI	B15	2024-05-29 11:56:05	100	19.0046100	
Monthly Domestic Values	11	2019	Biomass	ES	B01	2024-05-29 11:56:05	100	250.7530000	
Monthly Domestic Values	11	2019	Geothermal	DE	B09	2024-05-29 11:56:05	100	18.2010125	
Monthly Domestic Values	6	2019	Hydro Pumped Storage	CZ	B10	2024-05-29 11:56:05	100	66.2451300	
Monthly Domestic Values	3	2019	Fossil Oil	HR	B06	2024-05-29 11:56:05	100	8.4839100	
Monthly Domestic Values	12	2019	Fossil Gas	PL	B04	2024-05-29 11:56:05	100	1072.6842700	
Monthly Domestic Values	2	2019	Fossil Gas	NO	B04	2024-05-29 11:56:05	100	230.8671200	
Monthly Domestic Values	4	2019	Other	BE	B20	2024-05-29 11:56:05	100	484.4677200	
Monthly Domestic Values	11	2019	Other	SK	B20	2024-05-29 11:56:05	100	102.4703000	
Monthly Domestic Values	7	2019	Hydro Run-of-river and poundage	FI	B11	2024-05-29 11:56:05	100	922.4507400	
Monthly Domestic Values	10	2019	Hydro Run-of-river and poundage	RS	B11	2024-05-29 11:56:05	100	387.3560000	
Monthly Domestic Values	12	2019	Wind Onshore	DE	B19	2024-05-29 11:56:05	100	12186.0015900	
Monthly Domestic Values	6	2019	Fossil Gas	NL	B04	2024-05-29 11:56:05	100	3449.2365000	
Monthly Domestic Values	9	2019	Fossil Oil	ES	B06	2024-05-29 11:56:05	100	176.0930000	
Monthly Domestic Values	1	2019	Solar	EE	B16	2024-05-29 11:56:05	100	0.5208000	
Monthly Domestic Values	5	2019	Hydro Water Reservoir	FR	B12	2024-05-29 11:56:05	100	949.1410000	
Monthly Domestic Values	5	2019	Solar	LT	B16	2024-05-29 11:56:05	100	10.7232700	
Monthly Domestic Values	5	2019	Other	AT	B20	2024-05-29 11:56:05	100	16.3680000	
Monthly Domestic Values	9	2019	Biomass	FI	B01	2024-05-29 11:56:05	100	331.6875500	
Monthly Domestic Values	2	2019	Fossil Hard coal	RO	B05	2024-05-29 11:56:05	100	111.2850000	
Monthly Domestic Values	12	2019	Biomass	HU	B01	2024-05-29 11:56:05	100	99.7928625	
Monthly Domestic Values	7	2019	Waste	CZ	B17	2024-05-29 11:56:05	100	14.7725200	
Monthly Domestic Values	5	2019	Geothermal	IT	B09	2024-05-29 11:56:05	100	490.0800000	
Monthly Domestic Values	5	2019	Fossil Oil	SI	B06	2024-05-29 11:56:05	100	0.0002400	
Monthly Domestic Values	6	2019	Wind Onshore	FI	B19	2024-05-29 11:56:05	100	414.3654800	
Monthly Domestic Values	10	2019	Wind Onshore	CZ	B19	2024-05-29 11:56:05	100	56.6457900	
Monthly Domestic Values	10	2019	Hydro Water Reservoir	BG	B12	2024-05-29 11:56:05	100	100.3040000	
Monthly Domestic Values	1	2019	Solar	CH	B16	2024-05-29 11:56:05	100	9.6600400	
Monthly Domestic Values	11	2019	Fossil Gas	RO	B04	2024-05-29 11:56:05	100	996.2928200	
Monthly Domestic Values	3	2019	Wind Onshore	ES	B19	2024-05-29 11:56:05	100	4810.4060000	
Monthly Domestic Values	5	2019	Wind Onshore	BA	B19	2024-05-29 11:56:05	100	14.9396600	
Monthly Domestic Values	10	2019	Wind Onshore	PT	B19	2024-05-29 11:56:05	100	1046.2823000	
Monthly Domestic Values	9	2019	Wind Offshore	DE	B18	2024-05-29 11:56:05	100	2052.7593050	
Monthly Domestic Values	2	2019	Hydro Water Reservoir	ME	B12	2024-05-29 11:56:05	100	162.2067400	
Monthly Domestic Values	6	2019	Geothermal	ES	B09	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	6	2019	Hydro Pumped Storage	RS	B10	2024-05-29 11:56:05	100	40.1350000	
Monthly Domestic Values	1	2019	Fossil Peat	EE	B08	2024-05-29 11:56:05	100	3.2815000	
Monthly Domestic Values	5	2019	Fossil Gas	HU	B04	2024-05-29 11:56:05	100	366.5085700	
Monthly Domestic Values	1	2019	Biomass	HU	B01	2024-05-29 11:56:05	100	82.7699625	
Monthly Domestic Values	2	2019	Fossil Hard coal	NL	B05	2024-05-29 11:56:05	100	1985.5790025	
Monthly Domestic Values	3	2019	Fossil Hard coal	PL	B05	2024-05-29 11:56:05	100	6276.5453500	
Monthly Domestic Values	5	2019	Biomass	NL	B01	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	6	2019	Waste	FI	B17	2024-05-29 11:56:05	100	10.7798100	
Monthly Domestic Values	4	2019	Fossil Brown coal/Lignite	ME	B02	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	4	2019	Other	CZ	B20	2024-05-29 11:56:05	100	79.9414500	
Monthly Domestic Values	7	2019	Solar	CZ	B16	2024-05-29 11:56:05	100	288.0499800	
Monthly Domestic Values	5	2019	Other	IT	B20	2024-05-29 11:56:05	100	2295.8080000	
Monthly Domestic Values	11	2019	Hydro Water Reservoir	MK	B12	2024-05-29 11:56:05	100	69.1715100	
Monthly Domestic Values	3	2019	Hydro Run-of-river and poundage	IE	B11	2024-05-29 11:56:05	100	114.3760200	
Monthly Domestic Values	4	2019	Wind Onshore	PL	B19	2024-05-29 11:56:05	100	1199.7492700	
Monthly Domestic Values	6	2019	Fossil Brown coal/Lignite	ES	B02	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	10	2019	Fossil Brown coal/Lignite	CZ	B02	2024-05-29 11:56:05	100	2736.3462200	
Monthly Domestic Values	9	2019	Fossil Brown coal/Lignite	BA	B02	2024-05-29 11:56:05	100	178.8015500	
Monthly Domestic Values	12	2019	Hydro Pumped Storage	IT	B10	2024-05-29 11:56:05	100	393.1820000	
Monthly Domestic Values	6	2019	Nuclear	NL	B14	2024-05-29 11:56:05	100	32.4593450	
Monthly Domestic Values	9	2019	Nuclear	CH	B14	2024-05-29 11:56:05	100	2208.1997000	
Monthly Domestic Values	3	2019	Biomass	SI	B01	2024-05-29 11:56:05	100	8.5434800	
Monthly Domestic Values	4	2019	Waste	DK	B17	2024-05-29 11:56:05	100	113.4825800	
Monthly Domestic Values	1	2019	Hydro Pumped Storage	PL	B10	2024-05-29 11:56:05	100	66.6097500	
Monthly Domestic Values	5	2019	Fossil Oil	CY	B06	2024-05-29 11:56:05	100	325.4703250	
Monthly Domestic Values	10	2019	Nuclear	HU	B14	2024-05-29 11:56:05	100	1413.0626400	
Monthly Domestic Values	9	2019	Fossil Gas	AT	B04	2024-05-29 11:56:05	100	927.5528000	
Monthly Domestic Values	2	2019	Hydro Run-of-river and poundage	RS	B11	2024-05-29 11:56:05	100	868.3950000	
Monthly Domestic Values	4	2019	Wind Onshore	BE	B19	2024-05-29 11:56:05	100	207.8712500	
Monthly Domestic Values	10	2019	Wind Onshore	IE	B19	2024-05-29 11:56:05	100	893.3232900	
Monthly Domestic Values	10	2019	Other renewable	AT	B15	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	9	2019	Fossil Peat	FI	B08	2024-05-29 11:56:05	100	334.3600500	
Monthly Domestic Values	2	2019	Nuclear	GB	B14	2024-05-29 11:56:05	100	4252.0600000	
Monthly Domestic Values	7	2019	Nuclear	ES	B14	2024-05-29 11:56:05	100	5137.6010000	
Monthly Domestic Values	6	2019	Other	DE	B20	2024-05-29 11:56:05	100	207.1956425	
Monthly Domestic Values	5	2019	Hydro Run-of-river and poundage	PL	B11	2024-05-29 11:56:05	100	170.0589900	
Monthly Domestic Values	7	2019	Wind Onshore	DK	B19	2024-05-29 11:56:05	100	667.5169900	
Monthly Domestic Values	3	2019	Biomass	SK	B01	2024-05-29 11:56:05	100	67.5493000	
Monthly Domestic Values	11	2019	Fossil Hard coal	DE	B05	2024-05-29 11:56:05	100	6046.0127350	
Monthly Domestic Values	9	2019	Fossil Hard coal	FI	B05	2024-05-29 11:56:05	100	202.2093800	
Monthly Domestic Values	6	2019	Fossil Brown coal/Lignite	HU	B02	2024-05-29 11:56:05	100	315.4477625	
Monthly Domestic Values	12	2019	Wind Offshore	BE	B18	2024-05-29 11:56:05	100	614.4805500	
Monthly Domestic Values	9	2019	Fossil Brown coal/Lignite	SI	B02	2024-05-29 11:56:05	100	254.1338000	
Monthly Domestic Values	2	2019	Hydro Water Reservoir	MK	B12	2024-05-29 11:56:05	100	79.7680900	
Monthly Domestic Values	11	2019	Solar	LT	B16	2024-05-29 11:56:05	100	0.9718200	
Monthly Domestic Values	5	2019	Hydro Run-of-river and poundage	AT	B11	2024-05-29 11:56:05	100	3243.9126000	
Monthly Domestic Values	4	2019	Biomass	CZ	B01	2024-05-29 11:56:05	100	141.3777200	
Monthly Domestic Values	4	2019	Geothermal	AT	B09	2024-05-29 11:56:05	100	0.0504000	
Monthly Domestic Values	10	2019	Hydro Pumped Storage	CH	B10	2024-05-29 11:56:05	100	588.5128400	
Monthly Domestic Values	8	2019	Waste	BG	B17	2024-05-29 11:56:05	100	1.8650000	
Monthly Domestic Values	10	2019	Hydro Pumped Storage	BE	B10	2024-05-29 11:56:05	100	79.1229000	
Monthly Domestic Values	8	2019	Fossil Gas	RS	B04	2024-05-29 11:56:05	100	1.4880000	
Monthly Domestic Values	10	2019	Hydro Run-of-river and poundage	SK	B11	2024-05-29 11:56:05	100	207.0851100	
Monthly Domestic Values	5	2019	Wind Onshore	AT	B19	2024-05-29 11:56:05	100	863.1050000	
Monthly Domestic Values	3	2019	Wind Onshore	NL	B19	2024-05-29 11:56:05	100	340.5646325	
Monthly Domestic Values	10	2019	Wind Onshore	LT	B19	2024-05-29 11:56:05	100	117.1246600	
Monthly Domestic Values	4	2019	Fossil Coal-derived gas	ES	B03	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	1	2019	Other	PT	B20	2024-05-29 11:56:05	100	24.5029000	
Monthly Domestic Values	10	2019	Hydro Run-of-river and poundage	BG	B11	2024-05-29 11:56:05	100	32.5670000	
Monthly Domestic Values	7	2019	Other	PT	B20	2024-05-29 11:56:05	100	24.0063000	
Monthly Domestic Values	9	2019	Other renewable	HU	B15	2024-05-29 11:56:05	100	8.1938050	
Monthly Domestic Values	5	2019	Other	HU	B20	2024-05-29 11:56:05	100	69.9418200	
Monthly Domestic Values	4	2019	Biomass	RS	B01	2024-05-29 11:56:05	100	7.2100000	
Monthly Domestic Values	10	2019	Biomass	RS	B01	2024-05-29 11:56:05	100	8.9310000	
Monthly Domestic Values	11	2019	Hydro Pumped Storage	AT	B10	2024-05-29 11:56:05	100	436.6248000	
Monthly Domestic Values	6	2019	Fossil Oil	BE	B06	2024-05-29 11:56:05	100	0.1101400	
Monthly Domestic Values	8	2019	Fossil Oil	GB	B06	2024-05-29 11:56:05	100	0.1697750	
Monthly Domestic Values	5	2019	Hydro Run-of-river and poundage	IT	B11	2024-05-29 11:56:05	100	3552.3060000	
Monthly Domestic Values	5	2019	Hydro Run-of-river and poundage	HU	B11	2024-05-29 11:56:05	100	5.3204750	
Monthly Domestic Values	2	2019	Wind Onshore	HU	B19	2024-05-29 11:56:05	100	72.4691450	
Monthly Domestic Values	8	2019	Wind Onshore	HU	B19	2024-05-29 11:56:05	100	27.9177550	
Monthly Domestic Values	8	2019	Wind Onshore	IT	B19	2024-05-29 11:56:05	100	715.4820000	
Monthly Domestic Values	12	2019	Biomass	SI	B01	2024-05-29 11:56:05	100	8.3438100	
Monthly Domestic Values	8	2019	Marine	ES	B13	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	6	2019	Fossil Oil	FR	B06	2024-05-29 11:56:05	100	104.9150000	
Monthly Domestic Values	6	2019	Fossil Gas	ES	B04	2024-05-29 11:56:05	100	7238.7910000	
Monthly Domestic Values	3	2019	Hydro Water Reservoir	LU	B12	2024-05-29 11:56:05	100	3.0813150	
Monthly Domestic Values	10	2019	Solar	RO	B16	2024-05-29 11:56:05	100	111.8525800	
Monthly Domestic Values	11	2019	Hydro Run-of-river and poundage	PL	B11	2024-05-29 11:56:05	100	84.3602200	
Monthly Domestic Values	5	2019	Other	LV	B20	2024-05-29 11:56:05	100	52.2490000	
Monthly Domestic Values	8	2019	Hydro Run-of-river and poundage	BE	B11	2024-05-29 11:56:05	100	2.6287600	
Monthly Domestic Values	10	2019	Wind Onshore	BE	B19	2024-05-29 11:56:05	100	314.5499700	
Monthly Domestic Values	1	2019	Wind Onshore	IE	B19	2024-05-29 11:56:05	100	768.4622000	
Monthly Domestic Values	5	2019	Fossil Hard coal	DE	B05	2024-05-29 11:56:05	100	3492.5584650	
Monthly Domestic Values	8	2019	Biomass	AT	B01	2024-05-29 11:56:05	100	153.9950000	
Monthly Domestic Values	1	2019	Biomass	LV	B01	2024-05-29 11:56:05	100	64.5510000	
Monthly Domestic Values	11	2019	Waste	LT	B17	2024-05-29 11:56:05	100	13.5313200	
Monthly Domestic Values	9	2019	Hydro Pumped Storage	PL	B10	2024-05-29 11:56:05	100	59.4498500	
Monthly Domestic Values	6	2019	Wind Offshore	BE	B18	2024-05-29 11:56:05	100	298.5140700	
Monthly Domestic Values	7	2019	Fossil Hard coal	GB	B05	2024-05-29 11:56:05	100	24.6710000	
Monthly Domestic Values	8	2019	Fossil Gas	CZ	B04	2024-05-29 11:56:05	100	520.4037000	
Monthly Domestic Values	3	2019	Fossil Gas	MK	B04	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	7	2019	Hydro Pumped Storage	BG	B10	2024-05-29 11:56:05	100	14.6210000	
Monthly Domestic Values	5	2019	Fossil Hard coal	BA	B05	2024-05-29 11:56:05	100	387.9165100	
Monthly Domestic Values	3	2019	Biomass	FR	B01	2024-05-29 11:56:05	100	254.0740000	
Monthly Domestic Values	11	2019	Biomass	LU	B01	2024-05-29 11:56:05	100	22.9668625	
Monthly Domestic Values	2	2019	Fossil Hard coal	SK	B05	2024-05-29 11:56:05	100	41.3571000	
Monthly Domestic Values	4	2019	Waste	HU	B17	2024-05-29 11:56:05	100	11.2258825	
Monthly Domestic Values	3	2019	Wind Offshore	DK	B18	2024-05-29 11:56:05	100	546.2125500	
Monthly Domestic Values	12	2019	Fossil Gas	SI	B04	2024-05-29 11:56:05	100	38.9912400	
Monthly Domestic Values	8	2019	Hydro Run-of-river and poundage	NL	B11	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	9	2019	Other renewable	EE	B15	2024-05-29 11:56:05	100	4.3687000	
Monthly Domestic Values	4	2019	Wind Onshore	CZ	B19	2024-05-29 11:56:05	100	62.2401200	
Monthly Domestic Values	2	2019	Other renewable	CZ	B15	2024-05-29 11:56:05	100	183.9460500	
Monthly Domestic Values	5	2019	Waste	BG	B17	2024-05-29 11:56:05	100	2.5710000	
Monthly Domestic Values	2	2019	Hydro Water Reservoir	NO	B12	2024-05-29 11:56:05	100	10341.1489200	
Monthly Domestic Values	7	2019	Other	EE	B20	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	4	2019	Fossil Coal-derived gas	CZ	B03	2024-05-29 11:56:05	100	118.0757600	
Monthly Domestic Values	11	2019	Solar	IT	B16	2024-05-29 11:56:05	100	632.4390000	
Monthly Domestic Values	12	2019	Other renewable	HU	B15	2024-05-29 11:56:05	100	10.2160275	
Monthly Domestic Values	1	2019	Biomass	DE	B01	2024-05-29 11:56:05	100	3614.6798425	
Monthly Domestic Values	1	2019	Biomass	IT	B01	2024-05-29 11:56:05	100	381.1260000	
Monthly Domestic Values	10	2019	Fossil Brown coal/Lignite	ME	B02	2024-05-29 11:56:05	100	154.4980000	
Monthly Domestic Values	12	2019	Fossil Brown coal/Lignite	ES	B02	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	8	2019	Nuclear	BE	B14	2024-05-29 11:56:05	100	4190.3597400	
Monthly Domestic Values	9	2019	Fossil Oil	IE	B06	2024-05-29 11:56:05	100	214.9710350	
Monthly Domestic Values	9	2019	Fossil Coal-derived gas	PL	B03	2024-05-29 11:56:05	100	37.7974900	
Monthly Domestic Values	11	2019	Hydro Run-of-river and poundage	CZ	B11	2024-05-29 11:56:05	100	61.6336900	
Monthly Domestic Values	4	2019	Wind Onshore	ME	B19	2024-05-29 11:56:05	100	15.8803400	
Monthly Domestic Values	10	2019	Wind Onshore	PL	B19	2024-05-29 11:56:05	100	1143.6639800	
Monthly Domestic Values	6	2019	Wind Onshore	SE	B19	2024-05-29 11:56:05	100	1376.4700000	
Monthly Domestic Values	5	2019	Fossil Gas	CZ	B04	2024-05-29 11:56:05	100	201.1504200	
Monthly Domestic Values	3	2019	Nuclear	CH	B14	2024-05-29 11:56:05	100	2420.9712000	
Monthly Domestic Values	12	2019	Fossil Gas	IT	B04	2024-05-29 11:56:05	100	8103.0820000	
Monthly Domestic Values	4	2019	Hydro Pumped Storage	IE	B10	2024-05-29 11:56:05	100	24.7308250	
