MeasureItem	MeasureItemCategoryID	MeasureItemID	Category	Country	Year	ProvidedValue	ProvidedValueCode	NumberOfUnits	CreationDate	UpdateDate
Inventory of Generation	9	157	Nuclear	HU	2019	1898.60		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	ES	2019	11137.00		25	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	FR	2019	665.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	BE	2019	5919.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	MK	2019	300.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	385	Solar_Over_1MW	IT	2019	738.00		36	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	NL	2019	485.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	FI	2019	385.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	RS	2019	2146.60		12	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	LT	2019	900.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	GR	2019	120.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	BE	2019	1308.00		7	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	SK	2019	708.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	GB	2019	12638.00		22	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	389	Wind_Off_Over_1MW	BE	2019	1185.20		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	389	Wind_Off_Over_1MW	GB	2019	6351.00		40	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	IT	2019	2061.00		31	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	PT	2019	2742.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	SI	2019	242.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	LV	2019	299.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	385	Solar_Over_1MW	HU	2019	61.50		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	CZ	2019	3936.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	GB	2019	54077.00		96	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	NO	2019	94.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	RO	2019	2005.80		11	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	MK	2019	699.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	FI	2019	1153.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	FR	2019	746.70		12	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	IE	2019	1252.00		16	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	GB	2019	2898.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	397	Waste_Over_1MW	IT	2019	57.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	AT	2019	1412.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	IT	2019	4902.00		215	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	ES	2019	297.70		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	BE	2019	1850.30		12	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	RS	2019	1300.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	BA	2019	871.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	IE	2019	2442.00		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	HU	2019	226.80		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	FR	2019	2516.00		19	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	PL	2019	303.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	380	Hydro_1MW_10MW	GB	2019	68.00		11	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	BE	2019	835.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	BA	2019	300.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	CZ	2019	1859.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	FI	2019	3302.00		28	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	BG	2019	3132.00		13	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	GB	2019	961.00		47	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	PL	2019	18665.00		71	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	DE	2019	43134.00		68	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	IT	2019	25809.00		42	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	397	Waste_Over_1MW	DE	2019	109.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	PT	2019	2314.00		34	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	SI	2019	696.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	BE	2019	268.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	AL	2019	321.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	GB	2019	9269.00		22	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	ME	2019	342.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	SE	2019	8414.00		14	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	LV	2019	582.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	IT	2019	787.00		31	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	DK	2019	2006.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	ES	2019	22411.00		70	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	LT	2019	600.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	RO	2019	860.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	SE	2019	4658.00		29	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	SI	2019	539.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	AT	2019	5459.90		20	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	HU	2019	3138.20		48	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	GB	2019	5222.00		59	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	FR	2019	2188.90		69	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	IE	2019	292.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	NL	2019	13045.00		22	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	ME	2019	210.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	BG	2019	1148.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	AT	2019	674.20		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	SE	2019	226.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	375	FF_LT10MW	GB	2019	6.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	DE	2019	4997.00		38	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	RO	2019	4406.00		15	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	BG	2019	2080.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	DK	2019	1715.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	CH	2019	9947.70		35	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	ES	2019	7117.20		7	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	SI	2019	484.00		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	GR	2019	2999.00		14	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	PL	2019	1256.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	GB	2019	2540.00		51	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	IT	2019	8338.00		294	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	GR	2019	147.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	GB	2019	4085.00		14	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	NL	2019	4365.00		14	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	NO	2019	13969.70		87	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	AL	2019	1100.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	FR	2019	7331.00		45	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	NO	2019	294.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	SI	2019	305.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	IT	2019	19452.00		59	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	HU	2019	427.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	PT	2019	3359.00		17	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	SK	2019	734.40		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	EE	2019	1981.00		12	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	389	Wind_Off_Over_1MW	DK	2019	1548.50		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	CH	2019	3361.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	PT	2019	249.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	RS	2019	2672.50		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	CZ	2019	1081.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	SE	2019	1885.00		7	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	375	FF_LT10MW	IT	2019	27.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	379	Hydro_LT1MW	IT	2019	0.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	EE	2019	270.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	CZ	2019	4032.00		23	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	DE	2019	140.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	399	GeoThermal_Over_1MW	IT	2019	766.00		30	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	HU	2019	48.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	BG	2019	1496.00		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	380	Hydro_1MW_10MW	IE	2019	20.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	GR	2019	4040.00		9	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	DE	2019	10293.00		35	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	RO	2019	3383.40		26	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	PL	2019	147.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	PL	2019	7812.00		11	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	AT	2019	2498.00		5	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	GR	2019	53.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	397	Waste_Over_1MW	IE	2019	77.00		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	NL	2019	919.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	HU	2019	1746.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	GB	2019	384.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	ES	2019	10597.00		69	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	FR	2019	150.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	SK	2019	1940.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	MK	2019	264.00		8	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	LV	2019	100.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	BE	2019	1960.20		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	FR	2019	63130.00		58	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	DK	2019	255.20		2	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	SE	2019	440.00		3	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	157	Nuclear	FI	2019	4362.00		7	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	IE	2019	2545.00		6	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	BA	2019	1684.00		7	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	PT	2019	1662.00		4	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	PL	2019	225.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	DK	2019	640.00		1	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	IT	2019	7890.00		138	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	378	FF_over_400MW	FR	2019	8212.00		17	29-05-2024 00:00:00	29-05-2024 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	IE	2019	195.00		11	29-05-2024 00:00:00	29-05-2024 00:00:00
