MeasureItem	MeasureItemCategoryID	MeasureItemID	Category	Country	Year	ProvidedValue	ProvidedValueCode	NumberOfUnits	CreationDate	UpdateDate
Inventory of Generation	9	395	Biomass_Over_1MW	FI	2024	635.00		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	RS	2024	2174.00		12	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	LT	2024	900.00		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	GR	2024	120.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	BE	2024	1308.00		7	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	SK	2024	708.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	GB	2024	12638.00		22	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	389	Wind_Off_Over_1MW	BE	2024	2261.90		10	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	389	Wind_Off_Over_1MW	GB	2024	10338.00		56	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	PT	2024	2166.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	SI	2024	242.00		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	LV	2024	299.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	UA_IPS	2024	26760.00		23	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	385	Solar_Over_1MW	HU	2024	1551.20		53	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	CZ	2024	3936.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	GB	2024	54606.00		97	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	NO	2024	94.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	GE	2024	300.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	RO	2024	1881.00		11	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	UA_BEI	2024	1421.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	MK	2024	699.00		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	FI	2024	1153.00		5	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	FR	2024	844.70		13	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	IE	2024	1252.00		16	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	GB	2024	3231.00		7	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	AT	2024	2070.00		7	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	BE	2024	1971.40		15	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	XK	2024	1288.00		5	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	UA_IPS	2024	7945.40		29	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	RS	2024	1300.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	BA	2024	871.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	IE	2024	2442.00		9	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	HU	2024	238.60		7	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	FR	2024	2812.00		22	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	PL	2024	301.00		5	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	380	Hydro_1MW_10MW	GB	2024	19.00		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	BE	2024	835.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	BA	2024	300.00		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	GE	2024	272.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	CZ	2024	1444.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	FI	2024	3302.00		28	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	BG	2024	3132.00		13	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	GB	2024	660.00		27	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	PL	2024	16848.00		63	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	DE	2024	39029.00		63	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	UA_BEI	2024	1621.00		8	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	IT	2024	29921.00		44	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	397	Waste_Over_1MW	DE	2024	109.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	389	Wind_Off_Over_1MW	NL	2024	731.50		12	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	XK	2024	135.90		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	PT	2024	2428.00		36	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	SI	2024	696.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	ES	2024	579.90		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	385	Solar_Over_1MW	AL	2024	140.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	BE	2024	268.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	AL	2024	321.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	GB	2024	9269.00		22	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	ME	2024	342.00		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	SE	2024	6671.00		10	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	LV	2024	582.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	DK	2024	2006.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	ES	2024	16644.40		53	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	LT	2024	600.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	RO	2024	832.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	SE	2024	4617.00		29	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	SI	2024	539.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	AT	2024	5788.90		21	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	HU	2024	2892.70		43	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	GB	2024	6639.00		90	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	FR	2024	2338.90		73	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	IE	2024	292.00		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	NL	2024	11605.00		20	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	ME	2024	210.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	BG	2024	1148.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	AT	2024	458.00		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	SE	2024	226.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	375	FF_LT10MW	GB	2024	7.00		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	DE	2024	5487.30		42	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	RO	2024	1665.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	BG	2024	2080.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	DK	2024	1715.00		5	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	CH	2024	9940.70		38	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	UA_IPS	2024	3833.00		27	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	ES	2024	7117.20		7	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	SI	2024	484.00		9	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	GR	2024	2998.10		14	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	UA_IPS	2024	570.50		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	PL	2024	1332.00		8	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	GB	2024	2540.00		51	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	IT	2024	264.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	GR	2024	147.00		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	GB	2024	4044.00		14	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	NL	2024	5115.00		17	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	NO	2024	14446.70		90	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	MD	2024	1720.00		8	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	AL	2024	1100.00		8	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	389	Wind_Off_Over_1MW	FR	2024	1473.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	FR	2024	7703.00		47	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	NO	2024	294.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	SI	2024	305.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	IT	2024	19618.00		59	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	HU	2024	427.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	PT	2024	4247.00		21	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	SK	2024	734.40		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	EE	2024	1981.00		12	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	389	Wind_Off_Over_1MW	DK	2024	2320.50		8	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	CH	2024	2983.00		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	PT	2024	249.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	RS	2024	3022.50		10	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	CZ	2024	1081.00		5	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	SE	2024	1112.00		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	EE	2024	270.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	385	Solar_Over_1MW	ES	2024	3316.20		16	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	CZ	2024	3467.00		20	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	DE	2024	140.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	399	GeoThermal_Over_1MW	IT	2024	114.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	391	Wind_On_Over_1MW	HU	2024	23.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	Error	Error	HU	2024	1.30		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	BG	2024	1496.00		9	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	380	Hydro_1MW_10MW	IE	2024	20.00		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	GR	2024	5752.00		11	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	DE	2024	7610.00		27	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	RO	2024	1353.00		12	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	PL	2024	152.00		5	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	PL	2024	10622.00		16	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	AT	2024	1238.00		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	GR	2024	53.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	397	Waste_Over_1MW	IE	2024	77.00		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	NL	2024	909.00		8	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	HU	2024	882.00		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	382	Hydro_50MW_100MW	GB	2024	706.00		8	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	UA_IPS	2024	27649.00		22	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	ES	2024	10597.00		69	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	FR	2024	150.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	SK	2024	2411.00		10	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	MK	2024	264.00		8	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	LV	2024	100.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	BE	2024	2025.20		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	FR	2024	61370.00		56	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	DK	2024	255.20		2	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	SE	2024	190.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	157	Nuclear	FI	2024	4372.00		7	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	IE	2024	2545.00		6	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	BA	2024	1684.00		7	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	PT	2024	1662.00		4	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	395	Biomass_Over_1MW	PL	2024	225.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	377	FF_200MW_400MW	UA_IPS	2024	18683.00		70	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	383	Hydro_Over_100MW	GE	2024	1300.00		5	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	DK	2024	640.00		1	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	376	FF_10MW_200MW	IT	2024	4597.00		35	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	XK	2024	68.20		3	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	378	FF_over_400MW	FR	2024	8256.00		17	03-03-2025 00:00:00	03-03-2025 00:00:00
Inventory of Generation	9	381	Hydro_10MW_50MW	IE	2024	195.00		11	03-03-2025 00:00:00	03-03-2025 00:00:00
