MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromAreaMemberType;ToAreaMemberType
Physical Energy & Power Flows;2021;4;215;215;215;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;156;156;156;HU;AT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;147;147;147;HU;AT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;12;12;12;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;371;371;371;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;63;63;63;HU;AT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;17;17;17;HU;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;23;23;23;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;255;255;255;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;396;396;396;HU;AT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;138;138;138;HU;AT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;16;16;16;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;400;400;400;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;178;178;178;HU;AT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;574;574;574;HU;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;2;2;2;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;432;432;432;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;442;442;442;HU;AT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;282;282;282;HU;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;155;155;155;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;62;62;62;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;609;609;609;HU;AT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;670;670;670;HU;AT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;26;26;26;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;304;304;304;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;346;346;346;HU;AT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;698;698;698;HU;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;30;30;30;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;316;316;316;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;190;190;190;HU;AT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;339;339;339;HU;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;94;94;94;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;164;164;164;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;189;189;189;HU;AT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;243;243;243;HU;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;33;33;33;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;215;215;215;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;500;500;500;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;112;112;112;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;19;19;19;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;239;239;239;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;13;13;13;HU;HR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;236;236;236;HU;HR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;194;194;194;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;39;39;39;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;624;624;624;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;148;148;148;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;390;390;390;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;2;2;2;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;782;782;782;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;546;546;546;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;191;191;191;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;51;51;51;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;100;100;100;HU;HR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;273;273;273;HU;HR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;253;253;253;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;25;25;25;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;40;40;40;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;447;447;447;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;356;356;356;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;6;6;6;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;372;372;372;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;793;793;793;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;347;347;347;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;4;4;4;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;810;810;810;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;738;738;738;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;393;393;393;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;5;5;5;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;585;585;585;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;536;536;536;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;495;495;495;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;3;3;3;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;671;671;671;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;942;942;942;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;274;274;274;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;19;19;19;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;877;877;877;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;370;370;370;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;262;262;262;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;53;53;53;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;488;488;488;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;72;72;72;HU;HR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;104;104;104;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;38;38;38;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;421;421;421;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;484;484;484;HU;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;119;119;119;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;27;27;27;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;254;254;254;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;149;149;149;HU;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;129;129;129;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;14;14;14;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;39;39;39;HU;RO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;111;111;111;HU;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;118;118;118;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;21;21;21;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;238;238;238;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;142;142;142;HU;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;33;33;33;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;131;131;131;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;287;287;287;HU;RO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;540;540;540;HU;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;78;78;78;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;59;59;59;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;327;327;327;HU;RO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;102;102;102;HU;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;181;181;181;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;21;21;21;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;93;93;93;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;195;195;195;HU;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;237;237;237;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;1;1;1;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;293;293;293;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;390;390;390;HU;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;89;89;89;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;26;26;26;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;131;131;131;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;57;57;57;HU;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;215;215;215;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;5;5;5;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;407;407;407;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;366;366;366;HU;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;166;166;166;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;21;21;21;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;179;179;179;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;487;487;487;HU;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;66;66;66;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;65;65;65;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;188;188;188;HU;RO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;235;235;235;HU;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;0;0;0;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;255;255;255;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;43;43;43;HU;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;168;168;168;HU;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;0;0;0;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;273;273;273;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;223;223;223;HU;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;260;260;260;HU;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;16;16;16;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;158;158;158;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;230;230;230;HU;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;404;404;404;HU;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;41;41;41;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;56;56;56;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;63;63;63;HU;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;156;156;156;HU;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;55;55;55;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;87;87;87;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;186;186;186;HU;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;171;171;171;HU;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;47;47;47;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;50;50;50;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;309;309;309;HU;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;4;4;4;HU;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;77;77;77;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;36;36;36;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;189;189;189;HU;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;162;162;162;HU;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;51;51;51;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;20;20;20;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;96;96;96;HU;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;200;200;200;HU;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;34;34;34;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;54;54;54;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;2;2;2;HU;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;64;64;64;HU;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;108;108;108;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;9;9;9;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;155;155;155;HU;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;239;239;239;HU;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;78;78;78;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;21;21;21;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;174;174;174;HU;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;61;61;61;HU;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;53;53;53;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;77;77;77;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;105;105;105;HU;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;86;86;86;HU;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;1;1;1;HU;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;611;611;611;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;1457;1457;1457;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;1600;1600;1600;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;8;8;8;HU;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;516;516;516;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;940;940;940;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;1205;1205;1205;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;683;683;683;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;348;348;348;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;242;242;242;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;849;849;849;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;1403;1403;1403;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;941;941;941;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;21;21;21;HU;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;468;468;468;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;344;344;344;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;450;450;450;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;1;1;1;HU;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;674;674;674;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;28;28;28;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;619;619;619;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;993;993;993;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;927;927;927;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;936;936;936;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;911;911;911;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;1629;1629;1629;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;1325;1325;1325;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;1119;1119;1119;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;1778;1778;1778;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;1388;1388;1388;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;1402;1402;1402;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;2127;2127;2127;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;1586;1586;1586;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;1318;1318;1318;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;2137;2137;2137;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;2154;2154;2154;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;1185;1185;1185;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;1920;1920;1920;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;1569;1569;1569;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;0;0;0;HU;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2021;1;177;177;177;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;1;165;165;165;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;1;159;159;159;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;2;1;1;1;HU;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2021;2;95;95;95;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;2;115;115;115;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;2;168;168;168;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;3;0;0;0;HU;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2021;3;272;272;272;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;3;376;376;376;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;3;226;226;226;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;4;3;3;3;HU;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2021;4;253;253;253;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;4;446;446;446;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;4;319;319;319;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;5;0;0;0;HU;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2021;5;253;253;253;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;5;352;352;352;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;5;326;326;326;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;6;1;1;1;HU;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2021;6;202;202;202;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;6;447;447;447;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;6;241;241;241;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;7;229;229;229;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;7;409;409;409;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;7;153;153;153;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;8;0;0;0;HU;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2021;8;238;238;238;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;8;479;479;479;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;8;335;335;335;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;9;298;298;298;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;9;335;335;335;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;9;228;228;228;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2021;10;28;28;28;HU;UA;Monthly Value;Export;Harmonized;M;NaM
