MeasureItem;MeasureItemCategoryID;MeasureItemID;Category;Country;Year;Representativity;ProvidedValue;CreationDate;ProvidedValueCode
Net Generating Capacity;6;B14;Nuclear;SI;2021;100;696;12/04/2023 00:00;
Net Generating Capacity;6;B20;Other;SI;2021;100;0;12/04/2023 00:00;
Net Generating Capacity;6;B15;Other renewable;SI;2021;100;0;12/04/2023 00:00;
Net Generating Capacity;6;B16;Solar;SI;2021;100;459;12/04/2023 00:00;
Net Generating Capacity;6;B17;Waste;SI;2021;100;4.4;12/04/2023 00:00;
Net Generating Capacity;6;B18;Wind Offshore;SI;2021;100;0;12/04/2023 00:00;
Net Generating Capacity;6;B19;Wind Onshore;SI;2021;100;3.29;12/04/2023 00:00;
Net Generating Capacity;6;B01;Biomass;SK;2021;100;234;12/04/2023 00:00;
Net Generating Capacity;6;B02;Fossil Brown coal/Lignite;SK;2021;100;276;12/04/2023 00:00;
Net Generating Capacity;6;B04;Fossil Gas;SK;2021;100;1183;12/04/2023 00:00;
Net Generating Capacity;6;B05;Fossil Hard coal;SK;2021;100;1;12/04/2023 00:00;
Net Generating Capacity;6;B06;Fossil Oil;SK;2021;100;259;12/04/2023 00:00;
Net Generating Capacity;6;B10;Hydro Pumped Storage;SK;2021;100;916;12/04/2023 00:00;
Net Generating Capacity;6;B11;Hydro Run-of-river and poundage;SK;2021;100;1212;12/04/2023 00:00;
Net Generating Capacity;6;B12;Hydro Water Reservoir;SK;2021;100;418;12/04/2023 00:00;
Net Generating Capacity;6;B14;Nuclear;SK;2021;100;2003;12/04/2023 00:00;
Net Generating Capacity;6;B20;Other;SK;2021;100;627;12/04/2023 00:00;
Net Generating Capacity;6;B15;Other renewable;SK;2021;100;115;12/04/2023 00:00;
Net Generating Capacity;6;B16;Solar;SK;2021;100;532;12/04/2023 00:00;
Net Generating Capacity;6;B19;Wind Onshore;SK;2021;100;3;12/04/2023 00:00;
Net Generating Capacity;6;B01;Biomass;UA;2021;100;199.48;12/04/2023 00:00;
Net Generating Capacity;6;B04;Fossil Gas;UA;2021;100;9359.51;12/04/2023 00:00;
Net Generating Capacity;6;B05;Fossil Hard coal;UA;2021;100;18587;12/04/2023 00:00;
Net Generating Capacity;6;B10;Hydro Pumped Storage;UA;2021;100;1487.8;12/04/2023 00:00;
Net Generating Capacity;6;B11;Hydro Run-of-river and poundage;UA;2021;100;192.05;12/04/2023 00:00;
Net Generating Capacity;6;B12;Hydro Water Reservoir;UA;2021;100;4636.7;12/04/2023 00:00;
Net Generating Capacity;6;B14;Nuclear;UA;2021;100;13835;12/04/2023 00:00;
Net Generating Capacity;6;B16;Solar;UA;2021;100;5362.57;12/04/2023 00:00;
Net Generating Capacity;6;B19;Wind Onshore;UA;2021;100;1111.15;12/04/2023 00:00;
Net Generating Capacity;6;B02;Fossil Brown coal/Lignite;XK;2021;100;1288;12/04/2023 00:00;
Net Generating Capacity;6;B11;Hydro Run-of-river and poundage;XK;2021;100;33;12/04/2023 00:00;
Net Generating Capacity;6;B12;Hydro Water Reservoir;XK;2021;100;35;12/04/2023 00:00;
Net Generating Capacity;6;B19;Wind Onshore;XK;2021;100;32;12/04/2023 00:00;
