MeasureItem	MeasureItemCategoryID	MeasureItemID	Category	Country	Year	ProvidedValue	ProvidedValueCode	NumberOfUnits	CreationDate	UpdateDate
Inventory of Generation	9	376	FF_10MW_200MW	AT	2025	458.00		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	BA	2025	300.00		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	BE	2025	1971.40		15	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	BG	2025	1496.00		9	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	CZ	2025	1781.00		12	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	DE	2025	5181.30		40	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	DK	2025	255.20		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	EE	2025	1981.00		12	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	FI	2025	2936.00		25	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	FR	2025	2615.00		20	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	GB	2025	2540.00		51	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	GE	2025	272.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	GR	2025	147.00		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	HU	2025	2906.70		43	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	IE	2025	1252.00		16	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	IT	2025	4503.00		34	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	LT	2025	110.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	LV	2025	299.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	MK	2025	465.00		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	NL	2025	765.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	NO	2025	294.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	PL	2025	2763.90		25	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	RO	2025	1161.00		10	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	RS	2025	710.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	SE	2025	190.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	SI	2025	484.00		9	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	SK	2025	708.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	376	FF_10MW_200MW	UA_IPS	2025	3833.00		27	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	AT	2025	2070.00		7	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	BA	2025	1684.00		7	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	BE	2025	2025.20		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	BG	2025	3132.00		13	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	CZ	2025	3336.00		16	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	DE	2025	5680.00		21	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	DK	2025	1629.00		5	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	EE	2025	270.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	ES	2025	16644.40		53	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	FI	2025	1153.00		5	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	FR	2025	665.00		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	GB	2025	4044.00		14	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	GE	2025	300.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	GR	2025	2713.00		9	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	HU	2025	882.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	IE	2025	2442.00		9	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	IT	2025	18103.00		53	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	LT	2025	600.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	LV	2025	582.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	MD	2025	1720.00		8	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	ME	2025	210.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	MK	2025	699.00		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	NL	2025	4906.00		16	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	PL	2025	14815.90		59	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	PT	2025	2166.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	RO	2025	1959.00		7	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	RS	2025	3022.50		10	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	SE	2025	1905.00		7	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	SI	2025	305.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	UA_BEI	2025	1621.00		8	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	UA_IPS	2025	18683.00		70	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	377	FF_200MW_400MW	XK	2025	1288.00		5	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	AT	2025	1238.00		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	BE	2025	835.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	CZ	2025	1507.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	DE	2025	34022.00		54	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	DK	2025	640.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	ES	2025	9460.30		22	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	FI	2025	565.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	FR	2025	8256.00		17	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	GB	2025	54606.00		97	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	GR	2025	5753.10		11	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	HU	2025	427.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	IE	2025	2545.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	IT	2025	30810.00		46	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	LT	2025	445.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	NL	2025	10974.00		19	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	PL	2025	9366.30		15	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	PT	2025	1662.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	RO	2025	832.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	RS	2025	1300.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	SI	2025	539.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	SK	2025	419.60		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	UA_BEI	2025	1421.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	378	FF_over_400MW	UA_IPS	2025	27649.00		22	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	380	Hydro_1MW_10MW	GB	2025	19.00		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	380	Hydro_1MW_10MW	IE	2025	20.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	381	Hydro_10MW_50MW	FR	2025	2338.90		73	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	381	Hydro_10MW_50MW	GB	2025	660.00		27	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	381	Hydro_10MW_50MW	GR	2025	53.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	381	Hydro_10MW_50MW	IE	2025	195.00		11	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	381	Hydro_10MW_50MW	MK	2025	264.00		8	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	381	Hydro_10MW_50MW	PT	2025	249.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	381	Hydro_10MW_50MW	XK	2025	68.20		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	382	Hydro_50MW_100MW	AL	2025	250.00		5	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	382	Hydro_50MW_100MW	DE	2025	140.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	382	Hydro_50MW_100MW	FR	2025	844.70		13	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	382	Hydro_50MW_100MW	GB	2025	706.00		8	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	382	Hydro_50MW_100MW	GR	2025	120.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	382	Hydro_50MW_100MW	IE	2025	292.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	382	Hydro_50MW_100MW	NO	2025	159.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	382	Hydro_50MW_100MW	PT	2025	2428.00		36	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	382	Hydro_50MW_100MW	SI	2025	242.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	AL	2025	1100.00		8	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	AT	2025	2195.00		11	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	BA	2025	871.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	BE	2025	1308.00		7	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	BG	2025	1148.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	CH	2025	9940.70		38	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	CZ	2025	1125.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	DE	2025	8319.30		46	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	ES	2025	10597.00		69	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	FR	2025	7701.00		47	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	GB	2025	9269.00		22	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	GE	2025	1300.00		5	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	GR	2025	2998.10		14	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	IT	2025	12424.00		39	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	LT	2025	900.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	LV	2025	100.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	ME	2025	342.00		3	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	NO	2025	13726.70		88	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	PL	2025	1262.30		8	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	PT	2025	4247.00		21	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	RO	2025	1881.00		11	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	RS	2025	2174.00		12	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	SE	2025	4617.00		29	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	SI	2025	180.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	SK	2025	734.40		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	383	Hydro_Over_100MW	UA_IPS	2025	7945.40		29	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	384	Solar_LT1MW	HU	2025	2.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	385	Solar_Over_1MW	AL	2025	280.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	385	Solar_Over_1MW	DK	2025	1286.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	385	Solar_Over_1MW	ES	2025	8595.80		44	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	385	Solar_Over_1MW	HU	2025	4848.80		166	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	385	Solar_Over_1MW	IT	2025	810.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	385	Solar_Over_1MW	PL	2025	285.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	385	Solar_Over_1MW	UA_IPS	2025	880.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	389	Wind_Off_Over_1MW	BE	2025	4524.60		20	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	389	Wind_Off_Over_1MW	DK	2025	4993.00		18	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	389	Wind_Off_Over_1MW	FR	2025	2946.00		12	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	389	Wind_Off_Over_1MW	GB	2025	20676.00		112	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	389	Wind_Off_Over_1MW	NL	2025	1463.00		24	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	391	Wind_On_Over_1MW	ES	2025	1768.00		12	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	391	Wind_On_Over_1MW	GB	2025	13206.00		178	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	391	Wind_On_Over_1MW	HU	2025	46.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	391	Wind_On_Over_1MW	IT	2025	528.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	391	Wind_On_Over_1MW	UA_IPS	2025	1141.00		6	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	391	Wind_On_Over_1MW	XK	2025	271.80		8	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	395	Biomass_Over_1MW	BE	2025	205.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	395	Biomass_Over_1MW	DK	2025	1715.00		5	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	395	Biomass_Over_1MW	FI	2025	781.00		4	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	395	Biomass_Over_1MW	FR	2025	150.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	395	Biomass_Over_1MW	GB	2025	3231.00		7	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	395	Biomass_Over_1MW	HU	2025	332.90		8	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	395	Biomass_Over_1MW	NL	2025	631.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	395	Biomass_Over_1MW	PL	2025	208.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	395	Biomass_Over_1MW	SE	2025	226.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	397	Waste_Over_1MW	DE	2025	109.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	397	Waste_Over_1MW	IE	2025	77.00		2	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	399	GeoThermal_Over_1MW	IT	2025	114.00		1	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	AL	2025	2840.00		28	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	AT	2025	11922.00		48	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	BA	2025	5710.00		32	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	BE	2025	25029.80		94	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	BG	2025	15712.00		60	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	CH	2025	25847.40		84	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	CZ	2025	23758.00		84	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	DE	2025	106794.20		327	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	DK	2025	14114.40		47	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	EE	2025	4502.00		26	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	ES	2025	93703.70		336	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	FI	2025	19489.00		83	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	FR	2025	173962.20		473	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	GB	2025	208221.00		795	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	GE	2025	3744.00		16	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	GR	2025	23568.40		82	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	HU	2025	15446.30		230	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	IE	2025	13569.00		102	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	IT	2025	129645.00		337	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	LT	2025	4110.00		16	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	LV	2025	1962.00		10	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	MD	2025	3440.00		16	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	ME	2025	1104.00		8	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	MK	2025	2856.00		28	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	NL	2025	36841.00		109	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	NO	2025	28359.40		184	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	PL	2025	56975.30		217	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	PT	2025	21504.00		146	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	RO	2025	14266.00		62	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	RS	2025	14413.00		60	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	SE	2025	27218.00		98	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	SI	2025	4892.00		34	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	SK	2025	8546.00		46	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	UA_BEI	2025	6084.00		18	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	UA_IPS	2025	171321.80		350	02-03-2026 12:49:14	02-03-2026 12:49:14
Inventory of Generation	9	Error	Error	XK	2025	2984.20		24	02-03-2026 12:49:14	02-03-2026 12:49:14
