MeasureItem	MeasureItemCategoryID	MeasureItemID	Category	Country	Year	Representativity	ProvidedValue	CreationDate	ProvidedValueCode
Net Generating Capacity	6	B10	Hydro Pumped Storage	NO	2025	100	1064.70	17-03-2026 16:35:36	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	NO	2025	100	7229.50	17-03-2026 16:35:36	
Net Generating Capacity	6	B12	Hydro Water Reservoir	NO	2025	100	26712.30	17-03-2026 16:35:36	
Net Generating Capacity	6	B20	Other	NO	2025	100	31.20	17-03-2026 16:35:36	
Net Generating Capacity	6	B15	Other renewable	NO	2025	100	99.50	17-03-2026 16:35:36	
Net Generating Capacity	6	B16	Solar	NO	2025	100	16.70	17-03-2026 16:35:36	
Net Generating Capacity	6	B17	Waste	NO	2025	100	92.60	17-03-2026 16:35:36	
Net Generating Capacity	6	B18	Wind Offshore	NO	2025	100	5.90	17-03-2026 16:35:36	
Net Generating Capacity	6	B19	Wind Onshore	NO	2025	100	5132.70	17-03-2026 16:35:36	
Net Generating Capacity	6	B01	Biomass	PL	2025	100	636.39	17-03-2026 16:35:36	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	PL	2025	100	6951.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B03	Fossil Coal-derived gas	PL	2025	100	469.86	17-03-2026 16:35:36	
Net Generating Capacity	6	B04	Fossil Gas	PL	2025	100	5341.06	17-03-2026 16:35:36	
Net Generating Capacity	6	B05	Fossil Hard coal	PL	2025	100	18543.87	17-03-2026 16:35:36	
Net Generating Capacity	6	B06	Fossil Oil	PL	2025	100	392.54	17-03-2026 16:35:36	
Net Generating Capacity	6	B10	Hydro Pumped Storage	PL	2025	100	1524.77	17-03-2026 16:35:36	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	PL	2025	100	322.04	17-03-2026 16:35:36	
Net Generating Capacity	6	B12	Hydro Water Reservoir	PL	2025	100	467.88	17-03-2026 16:35:36	
Net Generating Capacity	6	B20	Other	PL	2025	100	1737.99	17-03-2026 16:35:36	
Net Generating Capacity	6	B16	Solar	PL	2025	100	17815.73	17-03-2026 16:35:36	
Net Generating Capacity	6	B19	Wind Onshore	PL	2025	100	10299.32	17-03-2026 16:35:36	
Net Generating Capacity	6	B01	Biomass	PT	2025	100	687.10	17-03-2026 16:35:36	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B03	Fossil Coal-derived gas	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B04	Fossil Gas	PT	2025	100	4418.60	17-03-2026 16:35:36	
Net Generating Capacity	6	B05	Fossil Hard coal	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B06	Fossil Oil	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B07	Fossil Oil shale	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B08	Fossil Peat	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B09	Geothermal	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B10	Hydro Pumped Storage	PT	2025	100	3707.40	17-03-2026 16:35:36	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	PT	2025	100	2855.50	17-03-2026 16:35:36	
Net Generating Capacity	6	B12	Hydro Water Reservoir	PT	2025	100	1789.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B13	Marine	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B14	Nuclear	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B20	Other	PT	2025	100	28.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B15	Other renewable	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B16	Solar	PT	2025	100	2588.60	17-03-2026 16:35:36	
Net Generating Capacity	6	B17	Waste	PT	2025	100	0.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B18	Wind Offshore	PT	2025	100	25.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B19	Wind Onshore	PT	2025	100	5366.10	17-03-2026 16:35:36	
Net Generating Capacity	6	B01	Biomass	RO	2025	100	119.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B25	Energy storage	RO	2025	100	137.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	RO	2025	100	2027.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B04	Fossil Gas	RO	2025	100	2179.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B05	Fossil Hard coal	RO	2025	100	135.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	RO	2025	100	2780.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B12	Hydro Water Reservoir	RO	2025	100	3352.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B14	Nuclear	RO	2025	100	1300.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B16	Solar	RO	2025	100	1588.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B19	Wind Onshore	RO	2025	100	3027.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B01	Biomass	RS	2025	100	2.38	17-03-2026 16:35:36	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	RS	2025	100	6120.50	17-03-2026 16:35:36	
Net Generating Capacity	6	B04	Fossil Gas	RS	2025	100	608.71	17-03-2026 16:35:36	
Net Generating Capacity	6	B10	Hydro Pumped Storage	RS	2025	100	642.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	RS	2025	100	2055.26	17-03-2026 16:35:36	
Net Generating Capacity	6	B12	Hydro Water Reservoir	RS	2025	100	484.18	17-03-2026 16:35:36	
Net Generating Capacity	6	B20	Other	RS	2025	100	32.89	17-03-2026 16:35:36	
Net Generating Capacity	6	B16	Solar	RS	2025	100	72.87	17-03-2026 16:35:36	
Net Generating Capacity	6	B17	Waste	RS	2025	100	32.40	17-03-2026 16:35:36	
Net Generating Capacity	6	B19	Wind Onshore	RS	2025	100	740.22	17-03-2026 16:35:36	
Net Generating Capacity	6	B12	Hydro Water Reservoir	SE	2025	100	16400.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B14	Nuclear	SE	2025	100	6900.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B20	Other	SE	2025	100	6700.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B16	Solar	SE	2025	100	5000.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B19	Wind Onshore	SE	2025	100	18000.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B01	Biomass	SI	2025	100	32.63	17-03-2026 16:35:36	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	SI	2025	100	1190.50	17-03-2026 16:35:36	
Net Generating Capacity	6	B04	Fossil Gas	SI	2025	100	764.40	17-03-2026 16:35:36	
Net Generating Capacity	6	B06	Fossil Oil	SI	2025	100	58.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B10	Hydro Pumped Storage	SI	2025	100	180.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	SI	2025	100	1145.54	17-03-2026 16:35:36	
Net Generating Capacity	6	B14	Nuclear	SI	2025	100	700.00	17-03-2026 16:35:36	
Net Generating Capacity	6	B16	Solar	SI	2025	100	1411.46	17-03-2026 16:35:36	
Net Generating Capacity	6	B17	Waste	SI	2025	100	6.38	17-03-2026 16:35:36	
Net Generating Capacity	6	B19	Wind Onshore	SI	2025	100	3.25	17-03-2026 16:35:36	
